,title,cast,director,keywords,genres
3380,We Need to Talk About Kevin,"['John C. Reilly', 'Tilda Swinton', 'Ezra Miller']",Lynne Ramsay,"['suburb', 'violence', 'killing spree']","['Drama', 'Thriller']"
3381,The Christmas Candle,"['Hans Matheson', 'Samantha Barks', 'Lesley Manville']",John Stephenson,"['angel', 'miracle', 'village']","['Drama', 'Family']"
3382,The Mighty Macs,"['Carla Gugino', 'Ellen Burstyn', 'Marley Shelton']",Tim Chambers,"['sport', 'catholic', 'mother superior']","['Action', 'Drama']"
3383,Losin' It,"['Tom Cruise', 'Jackie Earle Haley', 'John Stockwell']",Curtis Hanson,"['male nudity', 'female nudity', 'mexico']",['Comedy']
3384,Mother and Child,"['Naomi Watts', 'Samuel L. Jackson', 'Annette Bening']",Rodrigo García,"['adoptive mother', 'nymphomaniac', 'mother daughter relationship']","['Drama', 'Romance']"
3385,March or Die,"['Gene Hackman', 'Terence Hill', 'Catherine Deneuve']",Dick Richards,"['gypsy', 'middle east', 'foreign legion']","['Action', 'Adventure', 'Drama']"
3386,The Visitors,"['Jean Reno', 'Valérie Lemercier', 'Christian Clavier']",Jean-Marie Poiré,"['servant', 'time travel', 'clumsy fellow']","['Fantasy', 'Comedy', 'Science Fiction']"
3387,Somewhere,"['Stephen Dorff', 'Chris Pontius', 'Erin Wasson']",Sofia Coppola,"['milan', 'independent film', 'luxury hotel']","['Comedy', 'Drama']"
3388,I Hope They Serve Beer in Hell,"['Matt Czuchry', 'Jesse Bradford', 'Marika Dominczyk']",Bob Gosse,"['female nudity', 'based on novel', 'stripper']","['Comedy', 'Drama']"
3389,Chairman of the Board,"[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith', 'Larry Miller']",Alex Zamm,"['inventor', 'invention', 'scandal']",['Comedy']
3390,Hesher,"['Joseph Gordon-Levitt', 'Natalie Portman', 'Rainn Wilson']",Spencer Susser,"['loss of mother', 'clerk', 'grocery']",['Drama']
3391,Dom Hemingway,"['Jude Law', 'Demián Bichir', 'Richard E. Grant']",Richard Shepard,"['growing up', 'money', 'crime']","['Comedy', 'Crime', 'Drama']"
3392,Gerry,"['Casey Affleck', 'Matt Damon']",Gus Van Sant,"['desperation', 'highway', 'wilderness']","['Mystery', 'Drama', 'Adventure']"
3393,The Heart of Me,"['Helena Bonham Carter', 'Olivia Williams', 'Paul Bettany']",Thaddeus O'Sullivan,[],"['Drama', 'Romance']"
3394,Freeheld,"['Julianne Moore', 'Ellen Page', 'Steve Carell']",Peter Sollett,"['new jersey', 'equality', 'lesbian relationship']","['Romance', 'Drama']"
3395,The Extra Man,"['Kevin Kline', 'Paul Dano', 'Katie Holmes']",Shari Springer Berman,"['independent film', 'woman director']",['Comedy']
3396,Hard to Be a God,"['Leonid Yarmolnik', 'Yuriy Tsurilo', 'Natalya Moteva']",Aleksey German,[],"['Drama', 'Science Fiction']"
3397,Ca$h,"['Sean Bean', 'Chris Hemsworth', 'Victoria Profeta']",Stephen Milburn Anderson,"['independent film', 'money']","['Crime', 'Thriller', 'Comedy']"
3398,Wah-Wah,"['Gabriel Byrne', 'Emily Watson', 'Julie Walters']",Richard E. Grant,"['adultery', 'brain tumor', 'south africa']",['Drama']
3399,The Boondock Saints,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery']",Troy Duffy,"['arbitrary law', 'boston', 'twin brother']","['Action', 'Thriller', 'Crime']"
3400,Z Storm,"['Louis Koo', 'Gordon Lam Ka-Tung', 'Dada Chan']",David Lam,[],"['Crime', 'Thriller']"
3401,Twixt,"['Val Kilmer', 'Bruce Dern', 'Ben Chaplin']",Francis Ford Coppola,"['sheriff', 'vampire', 'orphanage']","['Horror', 'Thriller']"
3402,The Snow Queen,"['Ivan Okhlobystin', 'Dmitriy Nagiev', 'Lyudmila Artemeva']",Vladlen Barbe,[],"['Animation', 'Fantasy']"
3403,Alpha and Omega: The Legend of the Saw Tooth Cave,"['Dee Dee Greene', 'Ben Diskin', 'Lindsay Torrance']",Richard Rich,[],"['Family', 'Animation', 'Comedy']"
3404,Pale Rider,"['Clint Eastwood', 'Michael Moriarty', 'Carrie Snodgress']",Clint Eastwood,"['gunslinger', 'showdown', 'marshal']","['Romance', 'Western']"
3405,Stargate: The Ark of Truth,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge']",Robert C. Cooper,"['wormhole', 'space travel', 'supernatural powers']","['Adventure', 'Science Fiction']"
3406,Dazed and Confused,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",Richard Linklater,"['1970s', 'texas', 'high school']","['Comedy', 'Drama']"
3407,High School Musical 2,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",Kenny Ortega,"['musical', 'music', 'summer']","['Comedy', 'Drama', 'Family']"
3408,Two Lovers and a Bear,"['Dane DeHaan', 'Tatiana Maslany', 'Gordon Pinsent']",Kim Nguyen,"['small town', 'lovers', 'bear']","['Drama', 'Romance']"
3409,Criminal Activities,"['Dan Stevens', 'John Travolta', 'Michael Pitt']",Jackie Earle Haley,"['mobster', 'money problems', 'borrow']","['Thriller', 'Crime', 'Drama']"
3410,Aimee & Jaguar,"['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek']",Max Färberböck,"['berlin', 'jew', 'forbidden love']","['Drama', 'History', 'Romance']"
3411,The Chumscrubber,"['Jamie Bell', 'Camilla Belle', 'Justin Chatwin']",Arie Posin,"['suicide', 'father son relationship', 'surreal']","['Comedy', 'Drama']"
3412,Shade,"['Stuart Townsend', 'Gabriel Byrne', 'Thandie Newton']",Damian Nieman,[],"['Action', 'Thriller', 'Crime']"
3413,House at the End of the Street,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']",Mark Tonderai,"['mother daughter relationship', 'cross dressing', 'violence']","['Horror', 'Thriller']"
3414,Incendies,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']",Denis Villeneuve,"['prison', 'middle east', 'rape']","['Drama', 'War', 'Mystery']"
3415,"Remember Me, My Love","['Fabrizio Bentivoglio', 'Laura Morante', 'Monica Bellucci']",Gabriele Muccino,['eroticism'],"['Drama', 'Comedy', 'Romance']"
3416,Perrier’s Bounty,"['Cillian Murphy', 'Brendan Gleeson', 'Jim Broadbent']",Ian Fitzgibbon,['suspense'],"['Action', 'Comedy', 'Crime']"
3417,Elite Squad,"['Wagner Moura', 'Caio Junqueira', 'André Ramiro']",José Padilha,"['slum', 'police brutality', 'brazilian']","['Drama', 'Action', 'Crime']"
3418,Annabelle,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola']",John R. Leonetti,"['prequel', 'evil doll', 'killer doll']",['Horror']
3419,Bran Nue Dae,"['Rocky McKenzie', 'Geoffrey Rush', 'Jessica Mauboy']",Rachel Perkins,"['musical', 'woman director']","['Comedy', 'Drama', 'Foreign']"
3420,Boyz n the Hood,"['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube']",John Singleton,"['street gang', 'black people', 'rap music']","['Crime', 'Drama']"
3421,La Bamba,"['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña']",Luis Valdez,"['musical', 'death', 'dying young']","['Drama', 'Music']"
3422,The Four Seasons,"['Alan Alda', 'Carol Burnett', 'Len Cariou']",Alan Alda,[],"['Comedy', 'Drama', 'Romance']"
3423,Dressed to Kill,"['Michael Caine', 'Angie Dickinson', 'Nancy Allen']",Brian De Palma,"['transvestism', 'taxi', 'prostitute']","['Horror', 'Mystery', 'Thriller']"
3424,The Adventures of Huck Finn,"['Elijah Wood', 'Courtney B. Vance', 'Robbie Coltrane']",Stephen Sommers,"['southern accent', 'wanted man', 'lynch mob']","['Action', 'Adventure', 'Drama']"
3425,Go,"['Sarah Polley', 'Katie Holmes', 'Jay Mohr']",Doug Liman,"['ecstasy', 'drug dealing', 'drug']","['Crime', 'Comedy', 'Thriller']"
3426,Friends with Money,"['Catherine Keener', 'Jason Isaacs', 'Timm Sharp']",Nicole Holofcener,"['midlife crisis', 'marriage', 'money']","['Comedy', 'Drama', 'Romance']"
3427,The Andromeda Strain,"['Arthur Hill', 'David Wayne', 'James Olson']",Robert Wise,"['nasa', 'new mexico', 'biological weapon']","['Science Fiction', 'Thriller']"
3428,Bats,"['Lou Diamond Phillips', 'Dina Meyer', 'Bob Gunton']",Louis Morneau,"['mutation', 'bat', 'attack']","['Horror', 'Thriller']"
3429,Nowhere in Africa,"['Juliane Köhler', 'Merab Ninidze', 'Sidede Onyulo']",Caroline Link,"['loss of family', 'emigration', 'world war ii']",['Drama']
3430,Shame,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']",Steve McQueen,"['pornography', 'brother sister relationship', 'sex addiction']",['Drama']
3431,Layer Cake,"['Daniel Craig', 'Tom Hardy', 'Colm Meaney']",Matthew Vaughn,"['kidnapping', 'ecstasy', 'drug traffic']","['Drama', 'Thriller', 'Crime']"
3432,The Work and the Glory II: American Zion,"['Sam Hennings', 'Brenda Strong', 'Eric Johnson']",Sterling Van Wagenen,[],['Drama']
3433,The East,"['Brit Marling', 'Alexander Skarsgård', 'Ellen Page']",Zal Batmanglij,"['secret organization', 'murder', 'environmentalism']","['Drama', 'Thriller']"
3434,A Home at the End of the World,"['Colin Farrell', 'Dallas Roberts', 'Robin Wright']",Michael Mayer,"['gay', 'aids', 'based on novel']","['Romance', 'Drama']"
3435,Aberdeen,"['Stellan Skarsgård', 'Lena Headey', 'Ian Hart']",Hans Petter Moland,"['alcohol', 'cocaine', 'daughter']","['Drama', 'Comedy', 'Foreign']"
3436,The Messenger,"['Ben Foster', 'Woody Harrelson', 'Jena Malone']",Oren Moverman,"['independent film', 'wounded', 'soldier']","['Drama', 'History']"
3437,Tracker,"['Ray Winstone', 'Temuera Morrison', 'Andy Anderson']",Ian Sharp,[],"['Action', 'Drama', 'Thriller']"
3438,Control,"['Sam Riley', 'Samantha Morton', 'Alexandra Maria Lara']",Anton Corbijn,"['manchester city', 'medicine', 'new love']",['Drama']
3439,The Terminator,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton']",James Cameron,"['saving the world', 'artificial intelligence', 'rebel']","['Action', 'Thriller', 'Science Fiction']"
3440,"Good bye, Lenin!","['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova']",Wolfgang Becker,"['bureaucracy', 'berlin wall', 'police state']","['Comedy', 'Drama', 'Romance']"
3441,The Damned United,"['Michael Sheen', 'Timothy Spall', 'Colm Meaney']",Tom Hooper,"['england', 'leeds united', 'sport']",['Drama']
3442,The Return of the Living Dead,"['Clu Gulager', 'James Karen', 'Don Calfa']",Dan O'Bannon,"['female nudity', 'crematorium', 'nudity']","['Comedy', 'Horror']"
3443,Mallrats,"['Jason Lee', 'Jeremy London', 'Shannen Doherty']",Kevin Smith,"['sex', 'game show', 'slacker']","['Romance', 'Comedy']"
3444,Grease,"['John Travolta', 'Olivia Newton-John', 'Stockard Channing']",Randal Kleiser,"['flying car', 'street gang', 'running']",['Romance']
3445,Platoon,"['Tom Berenger', 'Charlie Sheen', 'Willem Dafoe']",Oliver Stone,"['famous score', 'hero', 'mine']","['Drama', 'War', 'Action']"
3446,Fahrenheit 9/11,"['Robert De Niro', 'Michael Moore', 'George W. Bush']",Michael Moore,"['usa president', 'jihad', 'saudi arabia']",['Documentary']
3447,Butch Cassidy and the Sundance Kid,"['Paul Newman', 'Robert Redford', 'Katharine Ross']",George Roy Hill,"['wyoming', 'historical figure', 'loot sharing']","['History', 'Drama', 'Western']"
3448,Mary Poppins,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",Robert Stevenson,"['london england', 'dancing', 'parents kids relationship']","['Comedy', 'Family', 'Fantasy']"
3449,Ordinary People,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch']",Robert Redford,"['post traumatic stress  disorder', 'depression', 'suicide attempt']",['Drama']
3450,West Side Story,"['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn']",Robert Wise,"['slum', 'street gang', 'love at first sight']","['Crime', 'Drama', 'Music']"
3451,Caddyshack,"['Chevy Chase', 'Rodney Dangerfield', 'Ted Knight']",Harold Ramis,"['golf', 'underwear', 'sport']",['Comedy']
3452,The Brothers,"['Morris Chestnut', 'D. L. Hughley', 'Bill Bellamy']",Gary Hardwick,"['independent film', 'track and field', 'gangster rap']","['Comedy', 'Drama', 'Romance']"
3453,The Wood,"['Omar Epps', 'Richard T. Jones', 'Taye Diggs']",Rick Famuyiwa,[],"['Comedy', 'Drama', 'Romance']"
3454,The Usual Suspects,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri']",Bryan Singer,"['law', 'relatives', 'theft']","['Drama', 'Crime', 'Thriller']"
3455,A Nightmare on Elm Street 5: The Dream Child,"['Robert Englund', 'Lisa Wilcox', 'Erika Anderson']",Stephen Hopkins,"['nun', 'baby', 'monster']","['Horror', 'Thriller']"
3456,National Lampoon’s Van Wilder,"['Ryan Reynolds', 'Tara Reid', 'Tim Matheson']",Walt Becker,"['male nudity', 'female nudity', 'sex']","['Comedy', 'Romance']"
3457,The Wrestler,"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']",Darren Aronofsky,"['supermarket', 'heart attack', 'ambition']","['Drama', 'Romance']"
3458,Duel in the Sun,"['Jennifer Jones', 'Joseph Cotten', 'Gregory Peck']",King Vidor,['half breed'],['Western']
3459,Best in Show,"['Jay Brazeau', 'Parker Posey', 'Michael Hitchcock']",Christopher Guest,"['illinois', 'pet shop', 'poodle']",['Comedy']
3460,Escape from New York,"['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine']",John Carpenter,"['taxi', 'street gang', 'usa president']","['Science Fiction', 'Action']"
3461,School Daze,"['Samuel L. Jackson', 'Laurence Fishburne', 'Giancarlo Esposito']",Spike Lee,['musical'],"['Comedy', 'Drama']"
3462,Daddy Day Camp,"['Cuba Gooding Jr.', 'Tamala Jones', 'Paul Rae']",Fred Savage,"['competition', 'grandfather grandson relationship', 'vomit']","['Comedy', 'Family']"
3463,Mr. Nice Guy,"['Jackie Chan', 'Richard Norton', 'Miki Lee']",Sammo Hung,"['journalist', 'martial arts', 'cook']","['Crime', 'Action', 'Comedy']"
3464,A Mighty Wind,"['Bob Balaban', 'Christopher Guest', 'John Michael Higgins']",Christopher Guest,"['mockumentary', 'folk singer']","['Comedy', 'Music']"
3465,Mystic Pizza,"['Annabeth Gish', 'Julia Roberts', 'Lili Taylor']",Donald Petrie,"['independent film', 'commitment', 'lobster']","['Comedy', 'Drama', 'Romance']"
3466,Sliding Doors,"['Gwyneth Paltrow', 'John Hannah', 'John Lynch']",Peter Howitt,"['double life', 'commercial', 'fantasy']","['Comedy', 'Drama', 'Fantasy']"
3467,Tales from the Hood,"['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']",Rusty Cundieff,"['prison', 'child abuse', 'ku klux klan']","['Crime', 'Horror', 'Thriller']"
3468,The Last King of Scotland,"['Forest Whitaker', 'James McAvoy', 'Simon McBurney']",Kevin Macdonald,"['dictator', '1970s', 'general']",['Drama']
3469,Halloween 5: The Revenge of Michael Myers,"['Donald Pleasence', 'Danielle Harris', 'Ellie Cornell']",Dominique Othenin-Girard,"['sheriff', 'barn', 'black']","['Horror', 'Thriller']"
3470,Bernie,"['Jack Black', 'Shirley MacLaine', 'Matthew McConaughey']",Richard Linklater,"['prison visit', 'funeral director', 'funeral home']","['Comedy', 'Crime', 'Drama']"
3471,Dolphins and Whales: Tribes of the Ocean,"['Daryl Hannah', 'Charlotte Rampling']",Jean-Jacques Mantello,"['dolphin', 'whale', 'killer whale']",['Documentary']
3472,Pollock,"['Ed Harris', 'Marcia Gay Harden', 'Tom Bower']",Ed Harris,"['artist', 'success', 'relationship problems']","['Drama', 'Romance']"
3473,200 Cigarettes,"['Ben Affleck', 'Casey Affleck', 'Dave Chappelle']",Risa Bramon Garcia,"[""new year's eve"", 'independent film', 'relationship']","['Comedy', 'Drama', 'Romance']"
3474,The Words,"['Bradley Cooper', 'Zoe Saldana', 'Jeremy Irons']",Brian Klugman,"['plagiarized book', 'stolen novel', 'plagiarized novel']","['Drama', 'Thriller']"
3475,Casa De Mi Padre,"['Will Ferrell', 'Gael García Bernal', 'Génesis Rodríguez']",Matt Piedmont,"['mexico', 'organized crime', 'drug lord']","['Comedy', 'Western']"
3476,City Island,"['Andy García', 'Julianna Margulies', 'Steven Strait']",Raymond De Felitta,"['secret', 'fetishism', 'stripper']","['Drama', 'Comedy']"
3477,The Guard,"['Brendan Gleeson', 'Don Cheadle', 'Liam Cunningham']",John Michael McDonagh,"['prostitute', 'blackmail', 'drug smuggle']","['Action', 'Comedy', 'Thriller']"
3478,College,"['Drake Bell', 'Andrew Caldwell', 'Andree Moss']",Deb Hagan,"['sexuality', 'college', 'girlfriend']",['Comedy']
3479,The Virgin Suicides,"['James Woods', 'Kathleen Turner', 'Kirsten Dunst']",Sofia Coppola,"['michigan', '1970s', 'youth']","['Drama', 'Romance']"
3480,Little Voice,"['Brenda Blethyn', 'Michael Caine', 'Ewan McGregor']",Mark Herman,"['parents kids relationship', 'voice', 'loneliness']","['Comedy', 'Drama']"
3481,Miss March,"['Zach Cregger', 'Trevor Moore', 'Raquel Alessi']",Zach Cregger,"['sex', 'first time', 'virgin']","['Comedy', 'Romance']"
3482,Wish I Was Here,"['Zach Braff', 'Kate Hudson', 'Joey King']",Zach Braff,"['jew', 'independent film', 'homeschooling']","['Drama', 'Comedy']"
3483,Simply Irresistible,"['Sarah Michelle Gellar', 'Sean Patrick Flanery', 'Dylan Baker']",Mark Tarlov,"['restaurant', 'department store', 'kitchen']",['Comedy']
3484,Hedwig and the Angry Inch,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask']",John Cameron Mitchell,"['transvestism', 'gay', 'sex']","['Comedy', 'Music']"
3485,Only the Strong,"['Mark Dacascos', 'Geoffrey Lewis', 'Stacey Travis']",Sheldon Lettich,[],['Action']
3486,Goddess of Love,"['Alexis Kendra', 'Elizabeth Sandy', 'Monda Scott']",Jon Knautz,[],"['Mystery', 'Drama', 'Thriller']"
3487,Shattered Glass,"['Hayden Christensen', 'Peter Sarsgaard', 'Chloë Sevigny']",Billy Ray,[],"['Drama', 'History']"
3488,Novocaine,"['Chelcie Ross', 'Steve Martin', 'Laura Dern']",David Atkins,"['murder', 'independent film', 'drug']","['Comedy', 'Crime', 'Thriller']"
3489,The Business of Strangers,"['Julia Stiles', 'Stockard Channing', 'Frederick Weller']",Patrick Stettner,"['rape', 'sex', 'airport']","['Drama', 'Thriller']"
3490,The Wild Bunch,"['William Holden', 'Ernest Borgnine', 'Robert Ryan']",Sam Peckinpah,"['underdog', 'robbery', 'bounty hunter']","['Adventure', 'Western']"
3491,The Wackness,"['Ben Kingsley', 'Famke Janssen', 'Josh Peck']",Jonathan Levine,"['coming of age', 'marijuana', 'summer']",['Drama']
3492,The First Great Train Robbery,"['Sean Connery', 'Donald Sutherland', 'Lesley-Anne Down']",Michael Crichton,"['public hanging', 'strongbox', 'gold theft']","['Thriller', 'Adventure', 'Drama']"
3493,Morvern Callar,"['Samantha Morton', 'Kathleen McDermott', 'James Wilson']",Lynne Ramsay,"['independent film', 'woman director']",['Drama']
3494,Beastmaster 2: Through the Portal of Time,"['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas']",Sylvio Tabet,"['based on novel', 'time travel', 'sequel']","['Action', 'Adventure', 'Fantasy']"
3495,The 5th Quarter,"['Aidan Quinn', 'Andie MacDowell', 'Ryan Merriman']",Rick Bieber,"['american football', 'loss of brother', 'funeral']",['Drama']
3496,The Flower of Evil,"['Benoît Magimel', 'Mélanie Doutey', 'Suzanne Flon']",Claude Chabrol,"['return', 'suppressed past', 'bourgeoisie']",['Drama']
3497,The Greatest,"['Pierce Brosnan', 'Susan Sarandon', 'Carey Mulligan']",Shana Feste,['woman director'],['Drama']
3498,Snow Flower and the Secret Fan,"['Li Bingbing', 'Jun Ji-hyun', 'Hugh Jackman']",Wayne Wang,"['fan', 'duringcreditsstinger']","['Drama', 'History']"
3499,Come Early Morning,"['Ashley Judd', 'Laura Prepon', 'Jeffrey Donovan']",Joey Lauren Adams,"['bar', 'motel', 'one-night stand']","['Drama', 'Romance']"
3500,Lucky Break,"['James Nesbitt', 'Olivia Williams', 'Timothy Spall']",Peter Cattaneo,[],"['Action', 'Comedy']"
3501,Julia,"['Jane Fonda', 'Vanessa Redgrave', 'Jason Robards']",Fred Zinnemann,"['friends', 'playwright']",['Drama']
3502,"Surfer, Dude","['Matthew McConaughey', 'Jeffrey Nordling', 'Willie Nelson']",S.R. Bindler,"['surfing', 'sport']",['Comedy']
3503,Lake of Fire,"['Noam Chomsky', 'Bill Baird', 'Flip Benham']",Tony Kaye,[],['Documentary']
3504,11:14,"['Henry Thomas', 'Blake Heron', 'Barbara Hershey']",Greg Marcks,"['alcohol', 'sex', 'robbery']","['Crime', 'Drama', 'Thriller']"
3505,Men of War,"['Dolph Lundgren', 'Charlotte Lewis', 'BD Wong']",Perry Lang,"['asia', 'island', 'mercenary']","['Action', 'Thriller']"
3506,Don McKay,"['Thomas Haden Church', 'Elisabeth Shue', 'Melissa Leo']",Jake Goldberger,['independent film'],"['Crime', 'Mystery', 'Thriller']"
3507,Deadfall,"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam']",Stefan Ruzowitzky,"['partner', 'murder', 'on the run']","['Crime', 'Drama', 'Thriller']"
3508,A Shine of Rainbows,"['Connie Nielsen', 'Aidan Quinn', 'John Bell']",Vic Sarin,"['orphan', 'rainbow']","['Drama', 'Family']"
3509,The Hit List,"['Cuba Gooding Jr.', 'Cole Hauser', 'Jonathan LaPaglia']",William Kaufman,[],"['Action', 'Thriller']"
3510,Emma,"['Romola Garai', 'Michael Gambon', 'Jonny Lee Miller']",Jim O'Hanlon,[],"['Romance', 'Comedy', 'Drama']"
3511,Videodrome,"['James Woods', 'Sonja Smits', 'Deborah Harry']",David Cronenberg,"['suicide', 'tv show', 'hallucination']","['Horror', 'Mystery', 'Science Fiction']"
3512,The Spanish Apartment,"['Romain Duris', 'Audrey Tautou', 'Kelly Reilly']",Cédric Klapisch,"['paris', 'barcelona spain', 'alcohol']","['Drama', 'Comedy', 'Romance']"
3513,Song One,"['Anne Hathaway', 'Johnny Flynn', 'Mary Steenburgen']",Kate Barker-Froyland,['woman director'],['Drama']
3514,Winter in Wartime,"['Martijn Lakemeier', 'Melody Klaver', 'Yorick van Wageningen']",Martin Koolhoven,"['netherlands', 'world war ii']","['Drama', 'History', 'War']"
3515,Freaky Deaky,"['Christian Slater', 'Michael Jai White', 'Crispin Glover']",Charles Matthau,"['bomb squad', 'ex-fugitive', 'freaky']",['Comedy']
3516,The Train,"['Burt Lancaster', 'Paul Scofield', 'Jeanne Moreau']",John Frankenheimer,"['paris', 'france', 'world war ii']","['Action', 'Drama', 'Thriller']"
3517,Trade Of Innocents,"['Dermot Mulroney', 'Mira Sorvino', 'John Billingsley']",Christopher Bessette,[],"['Drama', 'Thriller']"
3518,The Protector,"['Tony Jaa', 'Petchtai Wongkamlao', 'Bongkoj Khongmalai']",Prachya Pinkaew,"['buddhism', 'elephant', 'sydney']","['Action', 'Crime', 'Drama']"
3519,Stiff Upper Lips,"['Georgina Cates', 'Peter Ustinov', 'Prunella Scales']",Gary Sinyor,"['italy', 'victorian england', 'young woman']",['Comedy']
3520,Bend It Like Beckham,"['Parminder Nagra', 'Keira Knightley', 'Jonathan Rhys Meyers']",Gurinder Chadha,"['london england', 'tradition', 'indian lead']","['Comedy', 'Drama', 'Romance']"
3521,Sunshine State,"['Alan King', 'Angela Bassett', 'Timothy Hutton']",John Sayles,['independent film'],['Drama']
3522,Crossover,"['Anthony Mackie', 'Marcello Thedford', 'Allen Payne']",Preston A. Whitmore II,"['street gang', 'black people', 'sport']","['Action', 'Adventure', 'Drama']"
3523,Khiladi 786,"['Akshay Kumar', 'Asin Thottumkal', 'Himesh Reshammiya']",Ashish R. Mohan,[],"['Action', 'Comedy']"
3524,[REC]²,"['Manuela Velasco', 'Ferran Terraza', 'Claudia Silva']",Jaume Balagueró,"['religion and supernatural', 'blood sample', 'occult']","['Thriller', 'Horror']"
3525,Standing Ovation,"['Kayla Jackson', 'Kayla Raparelli', 'Sal Dupree']",Stewart Raffill,[],"['Comedy', 'Music', 'Family']"
3526,The Sting,"['Paul Newman', 'Robert Redford', 'Robert Shaw']",George Roy Hill,"['chicago', 'bet', 'horse race']","['Comedy', 'Crime', 'Drama']"
3527,Chariots of Fire,"['Ben Cross', 'Ian Charleson', 'Cheryl Campbell']",Hugh Hudson,"['underdog', 'scotland', 'jewry']","['Drama', 'History']"
3528,Diary of a Mad Black Woman,"['Kimberly Elise', 'Steve Harris', 'Tyler Perry']",Darren Grant,[],"['Comedy', 'Drama', 'Romance']"
3529,Shine,"['Geoffrey Rush', 'Noah Taylor', 'Armin Mueller-Stahl']",Scott Hicks,"['letter', 'jumping', 'child prodigy']",['Drama']
3530,Don Jon,"['Joseph Gordon-Levitt', 'Scarlett Johansson', 'Julianne Moore']",Joseph Gordon-Levitt,"['pornography', 'sex', 'sex addiction']","['Romance', 'Comedy', 'Drama']"
3531,High Plains Drifter,"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill']",Clint Eastwood,"['gunslinger', 'desperation', 'outlaw']",['Western']
3532,Ghost World,"['Thora Birch', 'Scarlett Johansson', 'Steve Buscemi']",Terry Zwigoff,"['high school friends', 'art class', 'record collector']","['Comedy', 'Drama']"
3533,Iris,"['Judi Dench', 'Jim Broadbent', 'Kate Winslet']",Richard Eyre,"['based on novel', 'new love', ""love of one's life""]","['Drama', 'Romance']"
3534,Galaxina,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber']",William Sachs,"['android', 'harley davidson', 'cryogenics']","['Comedy', 'Science Fiction']"
3535,The Chorus,"['Gérard Jugnot', 'François Berléand', 'Kad Merad']",Christophe Barratier,"['penalty', 'choir', 'diary']",['Drama']
3536,Mambo Italiano,"['Luke Kirby', 'Ginette Reno', 'Paul Sorvino']",Émile Gaudreault,"['gay', 'father son relationship', 'sex']","['Comedy', 'Romance']"
3537,Wonderland,"['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth']",James Cox,"['robbery', 'junkie', 'investigation']","['Crime', 'Drama', 'Mystery']"
3538,Do the Right Thing,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee']",Spike Lee,"['black people', 'italo-american', 'police brutality']",['Drama']
3539,Harvard Man,"['Sarah Michelle Gellar', 'Adrian Grenier', 'Joey Lauren Adams']",James Toback,"['gambling', 'sex', 'college']",['Drama']
3540,Le Havre,"['André Wilms', 'Kati Outinen', 'Blondin Miguel']",Aki Kaurismäki,"['poverty', 'policeman', 'shoe shiner']","['Drama', 'Comedy']"
3541,Irreversible,"['Monica Bellucci', 'Vincent Cassel', 'Albert Dupontel']",Gaspar Noé,"['paris', 'prostitute', 'rape']","['Drama', 'Thriller', 'Crime']"
3542,R100,"['Nao Omori', 'Mao Daichi', 'Shinobu Terajima']",Hitoshi Matsumoto,"['dominatrix', 'bdsm']","['Comedy', 'Drama']"
3543,Rang De Basanti,"['Aamir Khan', 'Soha Ali Khan', 'Alice Patten']",Rakeysh Omprakash Mehra,"['new delhi india', ""students' movement"", 'war of independence']",['Drama']
3544,Animals,"['David Dastmalchian', 'Kim Shaw', 'John Heard']",Collin Schiffli,[],['Drama']
3545,Salvation Boulevard,"['Jennifer Connelly', 'Marisa Tomei', 'Pierce Brosnan']",George Ratliff,"['pastor', 'church service', 'spirituality']","['Comedy', 'Thriller', 'Action']"
